method,p_value,statistic,effect_size,mutual_info,impact,n,f1_type,f2_type,outcome_type,feature_1,feature_2,outcome,significant,bonferroni,rank,cumulative_pct
chi2,3.238019152149038e-16,40.7567,0.0,0.0079,0.123,3000,cat,cat,cat,Region,GenderCode,is_terminated,True,True,173,99.8604260545066
chi2,5.890375949043069e-08,27.3846,0.0,0.0166,0.1201,3000,cat,cat,cat,IsIC,PerfScore,PayZone_encoded,True,True,174,99.86359387347512
chi2,2.17643412395778e-10,14.6704,0.0,0.012,0.1163,3000,cat,cat,cat,CareerStage,IsManager,PerfScore,True,True,175,99.86666146170191
chi2,3.3712581096383964e-10,32.4643,0.0,0.0115,0.1094,3000,cat,cat,cat,IsIC,GenderCode,PayZone_encoded,True,True,176,99.86954705200294
chi2,3.7308331124352604e-07,57.186,0.0,0.0167,0.1076,3000,cat,num,cat,Generation,DeptGenderRatio,is_minority_dept,True,True,177,99.87238516458422
chi2,2.0844725361636344e-09,30.9292,0.0,0.012,0.1045,3000,cat,cat,cat,CareerStage,IsManager,is_terminated,True,True,178,99.87514150998147
chi2,3.7308331124352604e-07,57.186,0.0,0.0157,0.1006,3000,cat,cat,cat,Generation,DepartmentType,is_minority_dept,True,True,179,99.8777949869859
chi2,3.936033254164946e-13,22.1823,0.0,0.0079,0.0985,3000,cat,cat,cat,Region,GenderCode,PerfScore,True,True,180,99.88039307331728
chi2,3.907451750694926e-15,67.0817,0.0,0.0068,0.098,3000,cat,cat,cat,SpanOfControl,IntersectionalID,PerfScore,True,True,181,99.88297797139316
chi2,1.6149590430558877e-09,34.5488,0.0,0.011,0.0963,3000,cat,cat,cat,SeniorityLevel,GenderCode,PayZone_encoded,True,True,182,99.88551802940039
chi2,6.181953554661187e-19,43.3349,0.0,0.0051,0.0931,3000,cat,cat,cat,IsManager,GenderCode,is_terminated,True,True,183,99.88797368257248
chi2,5.414866603471682e-07,60.7034,0.0,0.0137,0.0861,3000,cat,num,cat,CareerStage,DeptDiversityScore,is_minority_dept,True,True,184,99.89024470016773
chi2,6.207420362819e-13,101.0848,0.0,0.0068,0.083,3000,cat,cat,cat,SpanOfControl,IntersectionalID,PayZone_encoded,True,True,185,99.89243395057895
chi2,1.4844678913268426e-09,52.1295,0.0,0.0092,0.0813,3000,cat,num,cat,Generation,DeptDiversityScore,is_terminated,True,True,186,99.89457836092149
chi2,3.560154653599718e-07,28.3342,0.0,0.0115,0.0741,3000,cat,cat,cat,IsManager,PerfScore,PayZone_encoded,True,True,187,99.89653286038498
chi2,1.3027930579122307e-09,30.7728,0.0,0.0079,0.0706,3000,cat,cat,cat,Region,GenderCode,PayZone_encoded,True,True,188,99.89839504206005
chi2,7.786437667490516e-05,20.0679,0.0,0.0155,0.0636,3000,cat,cat,cat,Generation,IsManager,PayZone_encoded,True,False,189,99.90007258815828
chi2,1.3275660247366102e-08,17.4351,0.0,0.0079,0.0626,3000,cat,cat,cat,Region,GenderCode,SeniorityLevel,True,True,190,99.90172375774554
chi2,0.00273994383978237,150.776,0.0,0.0233,0.0597,3000,cat,cat,cat,Generation,IntersectionalID,SeniorityLevel,True,False,191,99.90329843545095
chi2,5.261795738715942e-05,24.3409,0.0,0.0139,0.0593,3000,cat,cat,cat,StartQuarter,ExitQuarter,is_terminated,True,False,192,99.90486256255197
chi2,3.7308331124352604e-07,57.186,0.0,0.0092,0.0592,3000,cat,num,cat,Generation,DeptDiversityScore,is_minority_dept,True,True,193,99.90642405200188
chi2,0.011644762195883257,1505.4246,0.0,0.0304,0.0588,3000,num,cat,cat,Age,DepartmentType,is_terminated,True,False,194,99.90797499084742
chi2,0.02952763797118013,2275.969,0.0,0.0374,0.0572,3000,num,cat,cat,Age,JobFamily,is_minority_dept,True,False,195,99.90948372727539
chi2,4.056623060820243e-09,23.9521,0.0,0.0067,0.0561,3000,cat,cat,cat,Generation,IsIC,is_minority_dept,True,True,196,99.91096344954127
chi2,2.3942961288722677e-05,19.8961,0.0,0.012,0.0556,3000,cat,cat,cat,CareerStage,IsManager,PayZone_encoded,True,True,197,99.91242998355168
chi2,3.4157755123052646e-11,13.5469,0.0,0.0051,0.0535,3000,cat,cat,cat,IsManager,GenderCode,PerfScore,True,True,198,99.91384112688903
chi2,0.0001504529788392605,24.1214,0.0,0.0139,0.053,3000,cat,cat,cat,StartQuarter,ExitQuarter,PayZone_encoded,True,False,199,99.91523908197088
chi2,0.0004120952266863368,34.9425,0.0,0.0157,0.053,3000,cat,cat,cat,Generation,DepartmentType,PayZone_encoded,True,False,200,99.91663703705272
chi2,1.931749348926421e-08,124.8277,0.0,0.0068,0.0521,3000,cat,cat,cat,IntersectionalID,PerfScore,is_minority_dept,True,True,201,99.9180112532747
chi2,0.0006723959217938895,166.3615,0.0,0.0151,0.0478,3000,cat,cat,cat,CareerStage,IntersectionalID,SeniorityLevel,True,False,202,99.91927205049946
chi2,0.00036479217909420904,22.9186,0.0,0.0139,0.0476,3000,cat,cat,cat,StartQuarter,ExitQuarter,SeniorityLevel,True,False,203,99.92052757242203
chi2,3.0215636807397174e-11,57.4003,0.0,0.0044,0.0465,3000,num,cat,cat,StartYear,ExitQuarter,is_terminated,True,True,204,99.92175408018254
chi2,0.0006240421175144641,20.3182,0.0,0.0139,0.0444,3000,cat,cat,cat,StartQuarter,ExitQuarter,PerfScore,True,False,205,99.92292519726999
chi2,0.01656787387012588,179.6183,0.0,0.0233,0.0415,3000,cat,cat,cat,Generation,IntersectionalID,is_terminated,True,False,206,99.92401982247559
chi2,0.001869091290224783,183.3127,0.0,0.0151,0.0411,3000,cat,cat,cat,CareerStage,IntersectionalID,is_terminated,True,False,207,99.9251038970768
chi2,1.319245993616763e-06,62.9367,0.0,0.0068,0.04,3000,cat,cat,cat,SpanOfControl,IntersectionalID,SeniorityLevel,True,True,208,99.92615895751594
chi2,0.0024440601458516793,401.7446,0.0,0.0152,0.0398,3000,num,cat,cat,Age,IsIC,is_minority_dept,True,False,209,99.92720874265288
chi2,6.77136564767154e-09,64.4386,0.0,0.0044,0.0361,3000,num,cat,cat,StartYear,ExitQuarter,is_minority_dept,True,True,210,99.92816093469918
chi2,5.010738771779198e-06,161.8615,0.0,0.0068,0.0358,3000,cat,cat,cat,IntersectionalID,PerfScore,is_terminated,True,True,211,99.92910521379221
chi2,5.069635537144678e-06,9.4973,0.0,0.0067,0.0354,3000,cat,cat,cat,Generation,IsIC,PerfScore,True,True,212,99.93003894228086
chi2,6.52601203610394e-25,124.1577,0.0,0.0014,0.035,3000,cat,cat,cat,OrgLevel,IntersectionalID,is_terminated,True,True,213,99.9309621201651
chi2,0.003663553983306121,26.0953,0.0,0.0139,0.0338,3000,cat,cat,cat,StartQuarter,ExitQuarter,is_minority_dept,True,False,214,99.93185364623618
chi2,1.1513543278607662e-08,338.9143,0.0,0.0042,0.0334,3000,cat,num,cat,IntersectionalID,ExitYear,is_terminated,True,True,215,99.93273462170285
chi2,4.144555890048901e-07,20.6717,0.0,0.0051,0.0326,3000,cat,cat,cat,IsManager,GenderCode,PayZone_encoded,True,True,216,99.93359449596075
chi2,0.010802554178165518,135.8285,0.0,0.0151,0.0297,3000,cat,cat,cat,CareerStage,IntersectionalID,PerfScore,True,False,217,99.93437787833682
chi2,0.0034735356287835827,9.7684,0.0,0.0117,0.0287,3000,cat,cat,cat,IsIC,ExitQuarter,is_terminated,True,False,218,99.93513488420189
chi2,0.026087894056735166,8.6345,0.0,0.0179,0.0283,3000,cat,num,cat,IsIC,ExitYear,is_terminated,True,False,219,99.93588133946257
chi2,0.00017636259686562892,13.8877,0.0,0.0075,0.0281,3000,cat,cat,cat,CareerStage,GenderCode,is_terminated,True,False,220,99.93662251942106
chi2,0.02065811820565326,5.1951,0.0,0.0149,0.0252,3000,cat,cat,cat,OrgLevel,RaceDesc,PayZone_encoded,True,False,221,99.93728720749773
chi2,0.0001995403763602713,131.177,0.0,0.0068,0.025,3000,cat,cat,cat,IntersectionalID,PerfScore,SeniorityLevel,True,False,222,99.93794662027219
chi2,0.09362182110546567,148.055,0.0,0.0233,0.024,3000,cat,cat,cat,Generation,IntersectionalID,PerfScore,False,False,223,99.93857965653567
chi2,0.11710248220720458,17.2536,0.0,0.0254,0.0237,3000,cat,num,cat,Region,ExitYear,is_terminated,False,False,224,99.93920477984585
chi2,0.02022051584956745,347.4874,0.0,0.0139,0.0236,3000,num,cat,cat,Age,GenderCode,is_terminated,True,False,225,99.93982726550496
chi2,0.0013446301587986627,5.8012,0.0,0.0075,0.0215,3000,cat,cat,cat,CareerStage,GenderCode,PerfScore,True,False,226,99.94039436049098
chi2,0.03897331419789486,132.9426,0.0,0.0151,0.0212,3000,cat,cat,cat,CareerStage,IntersectionalID,is_minority_dept,True,False,227,99.94095354252373
chi2,0.03842031528177022,6.8971,0.0,0.0149,0.0212,3000,cat,cat,cat,OrgLevel,RaceDesc,is_terminated,True,False,228,99.94151272455647
chi2,0.039406653125553956,198.3921,0.0,0.0151,0.0212,3000,cat,cat,cat,CareerStage,IntersectionalID,PayZone_encoded,True,False,229,99.94207190658922
chi2,0.0007288493979101368,15.5779,0.0,0.0067,0.021,3000,cat,cat,cat,Generation,IsIC,is_terminated,True,False,230,99.94262581331978
chi2,0.0778203502059499,7.5952,0.0,0.0179,0.0198,3000,cat,num,cat,IsIC,ExitYear,is_minority_dept,False,False,231,99.94314806823714
chi2,4.430842133247419e-08,16.9899,0.0,0.0027,0.0196,3000,cat,cat,cat,SeniorityLevel,OrgLevel,is_terminated,True,True,232,99.94366504785232
chi2,0.045273350740310914,13.8397,0.0,0.0144,0.0194,3000,cat,cat,cat,Region,RaceDesc,PerfScore,True,False,233,99.94417675216532
chi2,0.15953192830438095,121.1006,0.0,0.0233,0.0186,3000,cat,cat,cat,Generation,IntersectionalID,is_minority_dept,False,False,234,99.94466735526952
chi2,4.12009931089819e-05,180.6835,0.0,0.0042,0.0185,3000,cat,num,cat,IntersectionalID,ExitYear,is_minority_dept,True,False,235,99.9451553207226
chi2,8.953096257033603e-19,2067.3716,0.0,0.0,0.018,3000,num,cat,cat,TenureDays,SpanOfControl,is_terminated,True,True,236,99.94563009792023
chi2,3.610878897794649e-07,7.8611,0.0,0.0027,0.0172,3000,cat,cat,cat,SeniorityLevel,OrgLevel,PerfScore,True,True,237,99.94608377390904
chi2,0.015035018788575667,214.4949,0.0,0.0094,0.0172,3000,num,cat,cat,TenureVsAvg,PerfScore,is_terminated,True,False,238,99.94653744989786
chi2,1.54393660093318e-10,17.4213,0.0,0.0017,0.0168,3000,cat,cat,cat,Region,OrgLevel,PayZone_encoded,True,True,239,99.94698057528231
chi2,5.259340010361096e-07,14.4668,0.0,0.0027,0.0167,3000,cat,cat,cat,SeniorityLevel,OrgLevel,PayZone_encoded,True,True,240,99.94742106301565
chi2,0.0033312696280810923,10.3008,0.0,0.0067,0.0166,3000,cat,cat,cat,Generation,IsIC,PayZone_encoded,True,False,241,99.94785891309789
chi2,1.6399263466191729e-12,40.6357,0.0,0.0014,0.0162,3000,cat,cat,cat,CareerStage,DepartmentType,SeniorityLevel,True,True,242,99.94828621257574
chi2,0.004556517491804968,13.6392,0.0,0.0069,0.0161,3000,cat,cat,cat,StartQuarter,PerfScore,PayZone_encoded,True,False,243,99.9487108744025
chi2,0.0770538946153834,11.4021,0.0,0.0144,0.016,3000,cat,cat,cat,Region,RaceDesc,SeniorityLevel,False,False,244,99.94913289857814
chi2,0.07238931849173648,5.3585,0.0,0.0139,0.0158,3000,cat,cat,cat,SpanOfControl,RaceDesc,SeniorityLevel,False,False,245,99.9495496474516
chi2,0.13022503676781524,4.6826,0.0,0.0166,0.0147,3000,cat,cat,cat,SeniorityLevel,RaceDesc,PerfScore,False,False,246,99.94993738216299
chi2,0.14017225336773495,27.075,0.0,0.0171,0.0146,3000,cat,cat,cat,JobFamily,RaceDesc,PayZone_encoded,False,False,247,99.95032247922327
chi2,0.1226669771160723,3.4135,0.0,0.0159,0.0145,3000,cat,cat,cat,IsExecutive,RaceDesc,PayZone_encoded,False,False,248,99.95070493863247
chi2,0.01160611665764049,7.5988,0.0,0.0075,0.0145,3000,cat,cat,cat,CareerStage,GenderCode,PayZone_encoded,True,False,249,99.95108739804166
chi2,0.0991022135586933,12.297,0.0,0.0144,0.0145,3000,cat,cat,cat,Region,RaceDesc,is_terminated,False,False,250,99.95146985745086
chi2,4.0806074351580685e-06,20.5524,0.0,0.0027,0.0144,3000,cat,cat,cat,SeniorityLevel,OrgLevel,is_minority_dept,True,True,251,99.95184967920895
chi2,0.06746099060403503,3081.5039,0.0,0.0123,0.0144,3000,num,cat,cat,TenureDays,PerfScore,is_terminated,False,False,252,99.95222950096704
chi2,1.0628748615899185e-14,35.3382,0.0,0.0,0.014,3000,cat,cat,cat,IsExecutive,GenderCode,is_minority_dept,True,True,253,99.95259877212074
chi2,0.12525787010331935,5.3505,0.0,0.0151,0.0136,3000,cat,cat,cat,GenderCode,RaceDesc,is_terminated,False,False,254,99.95295749267005
chi2,0.010507777229185323,16.5226,0.0,0.0069,0.0136,3000,cat,cat,cat,StartQuarter,PerfScore,is_minority_dept,True,False,255,99.95331621321937
chi2,0.025390353154781668,16.8126,0.0,0.0085,0.0136,3000,cat,cat,cat,RaceDesc,DepartmentType,PerfScore,True,False,256,99.95367493376868
chi2,0.11502809236878073,18.5939,0.0,0.0144,0.0135,3000,cat,cat,cat,Region,RaceDesc,PayZone_encoded,False,False,257,99.95403101666689
chi2,0.12705804290300293,4.0954,0.0,0.0149,0.0134,3000,cat,cat,cat,OrgLevel,RaceDesc,PerfScore,False,False,258,99.95438446191399
chi2,3.469899045471122e-12,29.639,0.0,0.0011,0.0132,3000,cat,cat,cat,CareerStage,JobFamily,SeniorityLevel,True,True,259,99.9547326318589
chi2,0.07553674970981859,6.7034,0.0,0.0117,0.0131,3000,cat,cat,cat,IsIC,ExitQuarter,PayZone_encoded,False,False,260,99.95507816415272
chi2,0.05552048069508992,13.6887,0.0,0.0104,0.013,3000,cat,cat,cat,Region,StartQuarter,is_minority_dept,False,False,261,99.95542105879545
chi2,0.07140661737388702,19.9732,0.0,0.0112,0.0129,3000,num,cat,cat,StartYear,PerfScore,is_minority_dept,False,False,262,99.95576131578707
chi2,4.2742753091604406e-10,50.6534,0.0,0.0014,0.0129,3000,cat,cat,cat,CareerStage,DepartmentType,is_terminated,True,True,263,99.95610157277869
chi2,0.11360225539959133,5.9244,0.0,0.0134,0.0127,3000,cat,num,cat,IsManager,ExitYear,is_terminated,False,False,264,99.95643655446813
chi2,0.1944155212365496,24.9635,0.0,0.0178,0.0127,3000,cat,num,cat,DivisionGroup,ExitYear,is_terminated,False,False,265,99.95677153615756
chi2,0.014396588497778952,10.6771,0.0,0.0069,0.0126,3000,cat,cat,cat,StartQuarter,PerfScore,SeniorityLevel,True,False,266,99.95710388019589
chi2,0.013435028983677324,184.5693,0.0,0.0068,0.0126,3000,cat,cat,cat,IntersectionalID,PerfScore,PayZone_encoded,True,False,267,99.95743622423421
chi2,6.286090854741919e-08,19.8473,0.0,0.0017,0.0123,3000,cat,cat,cat,Region,OrgLevel,is_minority_dept,True,True,268,99.95776065531925
chi2,0.011167940855654295,6.063,0.0,0.0062,0.0122,3000,cat,cat,cat,IsExecutive,PerfScore,is_terminated,True,False,269,99.95808244875319
chi2,0.15729077719814666,328.1761,0.0,0.0152,0.0122,3000,num,cat,cat,Age,IsIC,is_terminated,False,False,270,99.95840424218713
chi2,0.013161358275889845,4.3875,0.0,0.0065,0.0121,3000,cat,cat,cat,Region,SpanOfControl,PayZone_encoded,True,False,271,99.95872339796996
chi2,0.2089186384653697,28.0594,0.0,0.0178,0.0121,3000,cat,num,cat,DivisionGroup,ExitYear,is_minority_dept,False,False,272,99.9590425537528
chi2,0.13971878623488904,3.8079,0.0,0.0139,0.0119,3000,cat,cat,cat,SpanOfControl,RaceDesc,PerfScore,False,False,273,99.95935643423344
chi2,0.05050599334290124,6.0933,0.0,0.0092,0.0119,3000,cat,cat,cat,IsManager,ExitQuarter,is_terminated,False,False,274,99.95967031471409
chi2,1.6227146050556256e-12,32.3356,0.0,0.0,0.0118,3000,cat,cat,cat,PerfScore,GenderCode,is_minority_dept,True,True,275,99.95998155754364
chi2,0.041681307493240255,23.6419,0.0,0.0085,0.0117,3000,cat,cat,cat,RaceDesc,DepartmentType,PayZone_encoded,True,False,276,99.96029016272209
chi2,0.0929956963128739,15.1092,0.0,0.0112,0.0116,3000,num,cat,cat,StartYear,PerfScore,is_terminated,False,False,277,99.96059613024943
chi2,1.1284683794453402e-10,64.0544,0.0,0.0011,0.0114,3000,cat,cat,cat,CareerStage,JobFamily,is_minority_dept,True,True,278,99.96089682247458
chi2,0.13988499267890278,7.047,0.0,0.0134,0.0114,3000,cat,num,cat,IsManager,ExitYear,is_minority_dept,False,False,279,99.96119751469973
chi2,5.643917717295095e-09,29.2309,0.0,0.0014,0.0113,3000,cat,cat,cat,CareerStage,DepartmentType,PerfScore,True,True,280,99.9614955692738
chi2,0.021514613474678645,51.919,0.0,0.0068,0.0113,3000,cat,cat,cat,SpanOfControl,IntersectionalID,is_minority_dept,True,False,281,99.96179362384785
chi2,0.03090255619302285,6.4824,0.0,0.0075,0.0113,3000,cat,cat,cat,CareerStage,GenderCode,is_minority_dept,True,False,282,99.9620916784219
chi2,0.22869534987175238,19.9075,0.0,0.0171,0.011,3000,cat,cat,cat,JobFamily,RaceDesc,PerfScore,False,False,283,99.96238182004267
chi2,0.019851281044685285,6.1156,0.0,0.0062,0.0106,3000,cat,cat,cat,IsExecutive,PerfScore,is_minority_dept,True,False,284,99.96266141105905
chi2,0.05584659234421487,20.751,0.0,0.0085,0.0106,3000,cat,cat,cat,RaceDesc,DepartmentType,is_terminated,False,False,285,99.96294100207542
chi2,0.028739779688120182,15.1184,0.0,0.0069,0.0106,3000,cat,cat,cat,StartQuarter,PerfScore,is_terminated,True,False,286,99.96322059309179
chi2,2.832114738213235e-11,64.8812,0.0,0.0,0.0105,3000,cat,cat,cat,JobFamily,Generation,is_minority_dept,True,True,287,99.96349754645706
chi2,3.216253368881793e-11,15.0514,0.0,0.0,0.0105,3000,cat,cat,cat,DivisionGroup,OrgLevel,PerfScore,True,True,288,99.96377449982234
chi2,0.015035018788575667,214.4949,0.0,0.0057,0.0104,3000,num,cat,cat,TenureYears,PerfScore,is_terminated,True,False,289,99.96404881553651
chi2,0.002664493777536715,32.5083,0.0,0.0039,0.01,3000,cat,cat,cat,JobFamily,ExitQuarter,is_terminated,True,False,290,99.9643125806463
chi2,0.20539314304589631,18.6499,0.0,0.0144,0.0099,3000,cat,cat,cat,Region,RaceDesc,is_minority_dept,False,False,291,99.964573708105
chi2,0.0679826771514949,21.4664,0.0,0.0085,0.0099,3000,cat,cat,cat,RaceDesc,DepartmentType,SeniorityLevel,False,False,292,99.96483483556368
chi2,0.21664239708381466,5.7101,0.0,0.0149,0.0099,3000,cat,cat,cat,OrgLevel,RaceDesc,is_minority_dept,False,False,293,99.96509596302236
chi2,1.2467671268605847e-10,28.8541,0.0,0.0,0.0099,3000,cat,cat,cat,JobFamily,Generation,SeniorityLevel,True,True,294,99.96535709048105
chi2,3.7158462560206876e-09,33.8294,0.0,0.0011,0.0097,3000,cat,cat,cat,CareerStage,JobFamily,PerfScore,True,True,295,99.96561294263753
chi2,0.03752303419278349,13.0574,0.0,0.0068,0.0097,3000,cat,cat,cat,Region,ExitQuarter,is_terminated,True,False,296,99.96586879479403
chi2,0.22877559027615374,2.9041,0.0,0.0151,0.0097,3000,cat,cat,cat,GenderCode,RaceDesc,PerfScore,False,False,297,99.96612464695053
chi2,0.03899908086936892,68.7461,0.0,0.0068,0.0096,3000,cat,cat,cat,SpanOfControl,IntersectionalID,is_terminated,True,False,298,99.96637786145591
chi2,3.5510918799361577e-10,37.3154,0.0,0.0,0.0094,3000,cat,cat,cat,JobFamily,Generation,PerfScore,True,True,299,99.96662580065912
chi2,4.2742753091604406e-10,50.6534,0.0,0.0001,0.0094,3000,cat,num,cat,CareerStage,DeptGenderRatio,is_terminated,True,True,300,99.96687373986231
chi2,0.2732986739592348,9.4981,0.0,0.0166,0.0094,3000,cat,cat,cat,SeniorityLevel,RaceDesc,is_minority_dept,False,False,301,99.9671216790655
chi2,0.15599932408529488,2.8487,0.0,0.0117,0.0094,3000,cat,cat,cat,IsIC,ExitQuarter,PerfScore,False,False,302,99.96736961826869
chi2,0.2854403214269733,7.7792,0.0,0.0171,0.0093,3000,cat,cat,cat,JobFamily,RaceDesc,SeniorityLevel,False,False,303,99.9676149198208
chi2,9.356315447929193e-09,61.181,0.0,0.0011,0.0092,3000,cat,cat,cat,CareerStage,JobFamily,is_terminated,True,True,304,99.9678575837218
chi2,0.05584659234421487,20.751,0.0,0.0073,0.0092,3000,num,cat,cat,DeptGenderRatio,RaceDesc,is_terminated,False,False,305,99.9681002476228
chi2,0.22295371572335992,389.7734,0.0,0.0139,0.0091,3000,num,cat,cat,Age,GenderCode,is_minority_dept,False,False,306,99.96834027387271
chi2,0.13177252404171952,5.2832,0.0,0.0102,0.009,3000,cat,cat,cat,SpanOfControl,StartQuarter,PayZone_encoded,False,False,307,99.96857766247152
chi2,0.24920148980087278,4.5562,0.0,0.0149,0.009,3000,cat,cat,cat,OrgLevel,RaceDesc,SeniorityLevel,False,False,308,99.96881505107032
chi2,0.10452488766034072,5.6059,0.0,0.0092,0.009,3000,cat,cat,cat,IsManager,ExitQuarter,PayZone_encoded,False,False,309,99.96905243966913
chi2,0.026210323519447756,8.5069,0.0,0.0056,0.0089,3000,cat,cat,cat,SpanOfControl,PerfScore,SeniorityLevel,True,False,310,99.96928719061683
chi2,0.04936309983454275,11.4383,0.0,0.0068,0.0089,3000,cat,cat,cat,Region,ExitQuarter,PerfScore,True,False,311,99.96952194156454
chi2,0.2387990127683082,1.8308,0.0,0.0144,0.0089,3000,cat,cat,cat,IsExecutive,StartQuarter,PayZone_encoded,False,False,312,99.96975669251223
chi2,0.012710280663919181,17.8662,0.0,0.0045,0.0086,3000,cat,cat,cat,Region,PerfScore,is_terminated,True,False,313,99.96998353050665
chi2,5.414866603471682e-07,60.7034,0.0,0.0014,0.0086,3000,cat,cat,cat,CareerStage,DepartmentType,is_minority_dept,True,True,314,99.97021036850107
chi2,0.07665675585082404,5.1918,0.0,0.0075,0.0083,3000,cat,cat,cat,CareerStage,GenderCode,SeniorityLevel,False,False,315,99.9704292935422
chi2,6.313168111265939e-09,60.927,0.0,0.0,0.0082,3000,cat,cat,cat,JobFamily,Generation,is_terminated,True,True,316,99.97064558093223
chi2,0.13737426822858287,4.7667,0.0,0.0093,0.008,3000,cat,num,cat,IsExecutive,ExitYear,is_terminated,False,False,317,99.97085659302005
chi2,7.451617271854667e-08,21.7138,0.0,0.0011,0.0079,3000,cat,cat,cat,CareerStage,IsIC,is_minority_dept,True,True,318,99.97106496745678
chi2,1.233582578216954e-07,21.5192,0.0,0.0011,0.0077,3000,cat,num,cat,OrgLevel,DeptGenderRatio,is_terminated,True,True,319,99.9712680665913
chi2,0.15134773596078593,242.5088,0.0,0.0094,0.0077,3000,num,cat,cat,TenureVsAvg,PerfScore,is_minority_dept,False,False,320,99.97147116572584
chi2,0.3373592898480723,4.5298,0.0,0.0159,0.0075,3000,cat,cat,cat,IsExecutive,RaceDesc,is_minority_dept,False,False,321,99.9716689895582
