Row_Index,Column,Dataset_1_Value,Dataset_2_Value
271,JobFunctionGroup,Project / Site Management,Field Operations
272,Age,,29
272,DOB,,1994
272,JobFunctionGroup,Engineering,Field Operations
273,Age,37.67830253251198,29
273,DOB,1988-04-12,1994
273,JobFunctionGroup,Project / Site Management,Field Operations
273,TenureDays,2245,1529
274,Age,,29
274,DOB,,1994
274,JobFunctionGroup,Maintenance & Logistics,Field Operations
274,TenureDays,2229,1513
275,Age,,29
275,DOB,,1994
275,JobFunctionGroup,Project / Site Management,Field Operations
275,TenureDays,2348,1632
276,Age,,29
276,DOB,,1994
276,IsActive,False,True
276,JobFunctionGroup,Engineering,Field Operations
277,Age,49.86173853524983,29
277,DOB,1976-02-05,1994
277,IsActive,False,True
277,JobFunctionGroup,Other,Field Operations
278,Age,,29
278,DOB,,1994
278,IsActive,False,True
278,JobFunctionGroup,Executive & Leadership,Field Operations
279,Age,51.1047227926078,29
279,DOB,1974-11-08,1994
279,JobFunctionGroup,Labor & Site Work,Field Operations
279,TenureDays,2276,1560
280,Age,30.04243668720055,29
280,DOB,1995-12-01,1994
280,JobFunctionGroup,Project / Site Management,Field Operations
280,TenureDays,1101,385
281,Age,,29
281,DOB,,1994
281,IsActive,False,True
281,JobFunctionGroup,Engineering,Field Operations
282,Age,,29
282,DOB,,1994
282,IsActive,False,True
282,JobFunctionGroup,Other,Field Operations
283,Age,,29
283,DOB,,1994
283,JobFunctionGroup,Project / Site Management,Field Operations
283,TenureDays,1509,793
284,Age,44.95003422313484,29
284,DOB,1981-01-03,1994
284,JobFunctionGroup,Admin & Support,Field Operations
284,TenureDays,1613,897
285,Age,69.70294318959617,29
285,DOB,1956-04-03,1994
286,Age,40.68446269678302,29
286,DOB,1985-04-10,1994
286,JobFunctionGroup,Admin & Support,Field Operations
286,TenureDays,1974,1258
287,Age,,29
287,DOB,,1994
287,JobFunctionGroup,Labor & Site Work,Field Operations
287,TenureDays,2158,1442
288,Age,49.782340862423,29
288,DOB,1976-03-05,1994
288,JobFunctionGroup,Project / Site Management,Field Operations
288,TenureDays,1556,840
289,Age,,29
289,DOB,,1994
289,JobFunctionGroup,Labor & Site Work,Field Operations
290,Age,33.106091718001366,29
290,DOB,1992-11-07,1994
290,JobFunctionGroup,Other,Field Operations
290,TenureDays,943,227
291,Age,,29
291,DOB,,1994
291,JobFunctionGroup,Other,Field Operations
292,Age,78.44216290212184,29
292,DOB,1947-07-08,1994
292,JobFunctionGroup,Labor & Site Work,Field Operations
292,TenureDays,1243,527
293,Age,,29
293,DOB,,1994
293,IsActive,False,True
293,JobFunctionGroup,Labor & Site Work,Field Operations
294,Age,,29
294,DOB,,1994
294,IsActive,False,True
294,JobFunctionGroup,Engineering,Field Operations
295,Age,,29
295,DOB,,1994
295,JobFunctionGroup,Labor & Site Work,Field Operations
296,Age,,29
296,DOB,,1994
296,JobFunctionGroup,Labor & Site Work,Field Operations
297,Age,,29
297,DOB,,1994
297,JobFunctionGroup,Labor & Site Work,Field Operations
298,Age,,29
298,DOB,,1994
298,IsActive,False,True
299,Age,,29
299,DOB,,1994
299,IsActive,False,True
300,Age,,29
300,DOB,,1994
300,JobFunctionGroup,Project / Site Management,Field Operations
300,TenureDays,1573,857
301,Age,58.85557837097878,29
301,DOB,1967-02-07,1994
301,JobFunctionGroup,Labor & Site Work,Field Operations
301,TenureDays,1454,738
302,Age,82.95687885010267,29
302,DOB,1943-01-01,1994
302,IsActive,False,True
302,JobFunctionGroup,Project / Site Management,Field Operations
303,Age,60.02190280629706,29
303,DOB,1965-12-08,1994
303,JobFunctionGroup,Engineering,Field Operations
303,TenureDays,1428,712
304,Age,27.45242984257358,29
304,DOB,1998-07-04,1994
304,IsActive,False,True
304,JobFunctionGroup,Engineering,Field Operations
305,Age,71.4551676933607,29
305,DOB,1954-07-03,1994
305,TenureDays,2025,1309
306,Age,,29
306,DOB,,1994
306,JobFunctionGroup,Other,Field Operations
307,Age,,29
307,DOB,,1994
307,JobFunctionGroup,Engineering,Field Operations
307,TenureDays,2476,1760
308,Age,62.43394934976044,29
308,DOB,1963-07-11,1994
308,JobFunctionGroup,Project / Site Management,Field Operations
308,TenureDays,2393,1677
309,Age,49.45653661875428,29
309,DOB,1976-07-02,1994
309,IsActive,False,True
309,JobFunctionGroup,Labor & Site Work,Field Operations
310,Age,79.01437371663245,29
310,DOB,1946-12-11,1994
310,JobFunctionGroup,Executive & Leadership,Field Operations
310,TenureDays,2584,1868
311,Age,25.28405201916496,29
311,DOB,2000-09-03,1994
312,Age,74.77344284736482,29
312,DOB,1951-03-09,1994
313,Age,,29
313,DOB,,1994
313,JobFunctionGroup,Internship,Field Operations
314,Age,,29
314,DOB,,1994
314,JobFunctionGroup,Engineering,Field Operations
315,Age,44.26009582477755,29
315,DOB,1981-09-12,1994
315,IsActive,False,True
315,JobFunctionGroup,Project / Site Management,Field Operations
316,Age,,29
316,DOB,,1994
316,JobFunctionGroup,Other,Field Operations
316,TenureDays,2026,1310
317,Age,,29
317,DOB,,1994
317,TenureDays,1922,1206
318,Age,,29
318,DOB,,1994
319,Age,,29
319,DOB,,1994
319,JobFunctionGroup,Maintenance & Logistics,Field Operations
319,TenureDays,1982,1266
320,Age,,29
320,DOB,,1994
321,Age,,29
321,DOB,,1994
321,JobFunctionGroup,Labor & Site Work,Field Operations
321,TenureDays,2446,1730
322,Age,40.62422997946612,29
322,DOB,1985-05-02,1994
322,JobFunctionGroup,Engineering,Field Operations
322,TenureDays,1764,1048
323,Age,,29
323,DOB,,1994
323,JobFunctionGroup,Engineering,Field Operations
323,TenureDays,2129,1413
324,Age,,29
324,DOB,,1994
324,JobFunctionGroup,Admin & Support,Field Operations
324,TenureDays,1523,807
325,Age,71.17864476386038,29
325,DOB,1954-10-12,1994
325,JobFunctionGroup,Engineering,Field Operations
325,TenureDays,1259,543
326,Age,,29
326,DOB,,1994
326,IsActive,False,True
326,JobFunctionGroup,Engineering,Field Operations
327,Age,,29
327,DOB,,1994
327,IsActive,False,True
327,JobFunctionGroup,Engineering,Field Operations
328,Age,,29
328,DOB,,1994
328,JobFunctionGroup,Project / Site Management,Field Operations
329,Age,81.54140999315537,29
329,DOB,1944-06-01,1994
329,TenureDays,1667,951
330,Age,,29
330,DOB,,1994
331,Age,,29
331,DOB,,1994
331,JobFunctionGroup,Engineering,Field Operations
332,Age,,29
332,DOB,,1994
332,IsActive,False,True
332,JobFunctionGroup,Labor & Site Work,Field Operations
333,Age,65.8425735797399,29
333,DOB,1960-02-12,1994
333,TenureDays,1575,859
334,Age,,29
334,DOB,,1994
334,IsActive,False,True
334,JobFunctionGroup,Admin & Support,Field Operations
335,Age,76.59958932238193,29
335,DOB,1949-05-11,1994
335,JobFunctionGroup,Engineering,Field Operations
335,TenureDays,1977,1261
336,Age,,29
336,DOB,,1994
336,JobFunctionGroup,Admin & Support,Field Operations
337,Age,,29
337,DOB,,1994
337,JobFunctionGroup,Project / Site Management,Field Operations
337,TenureDays,1399,683
338,Age,,29
338,DOB,,1994
338,JobFunctionGroup,Admin & Support,Field Operations
338,TenureDays,1201,485
339,Age,82.77070499657769,29
339,DOB,1943-03-10,1994
339,IsActive,False,True
339,JobFunctionGroup,Project / Site Management,Field Operations
340,Age,32.77754962354552,29
340,DOB,1993-03-07,1994
340,JobFunctionGroup,Labor & Site Work,Field Operations
341,Age,,29
341,DOB,,1994
341,JobFunctionGroup,Project / Site Management,Field Operations
341,TenureDays,1811,1095
342,Age,,29
342,DOB,,1994
342,JobFunctionGroup,Engineering,Field Operations
342,TenureDays,1830,1114
343,Age,,29
343,DOB,,1994
344,Age,,29
344,DOB,,1994
344,JobFunctionGroup,Project / Site Management,Field Operations
345,Age,59.86036960985626,29
345,DOB,1966-02-05,1994
345,IsActive,False,True
345,JobFunctionGroup,Engineering,Field Operations
346,Age,,29
346,DOB,,1994
346,JobFunctionGroup,Engineering,Field Operations
347,Age,27.696098562628336,29
347,DOB,1998-04-06,1994
347,IsActive,False,True
347,JobFunctionGroup,Engineering,Field Operations
348,Age,,29
348,DOB,,1994
348,IsActive,False,True
348,JobFunctionGroup,Labor & Site Work,Field Operations
349,Age,,29
349,DOB,,1994
349,IsActive,False,True
349,JobFunctionGroup,Admin & Support,Field Operations
350,Age,,29
350,DOB,,1994
350,TenureDays,1498,782
351,Age,33.8507871321013,29
351,DOB,1992-02-09,1994
351,IsActive,False,True
351,JobFunctionGroup,Labor & Site Work,Field Operations
352,Age,,29
352,DOB,,1994
353,Age,,29
353,DOB,,1994
354,Age,,29
354,DOB,,1994
354,JobFunctionGroup,Labor & Site Work,Field Operations
355,Age,,29
355,DOB,,1994
355,JobFunctionGroup,Other,Field Operations
356,Age,63.68240930869268,29
356,DOB,1962-04-11,1994
356,JobFunctionGroup,Engineering,Field Operations
356,TenureDays,2047,1331
357,Age,,29
357,DOB,,1994
357,JobFunctionGroup,Project / Site Management,Field Operations
357,TenureDays,1220,504
358,Age,,29
358,DOB,,1994
358,JobFunctionGroup,Executive & Leadership,Field Operations
358,TenureDays,1428,712
359,Age,63.51813826146475,29
359,DOB,1962-06-10,1994
360,Age,,29
360,DOB,,1994
360,JobFunctionGroup,Project / Site Management,Field Operations
361,Age,49.27583846680356,29
361,DOB,1976-09-06,1994
361,JobFunctionGroup,Project / Site Management,Field Operations
362,Age,,29
362,DOB,,1994
362,JobFunctionGroup,Project / Site Management,Field Operations
362,TenureDays,2018,1302
363,Age,63.01437371663244,29
363,DOB,1962-12-11,1994
363,IsActive,False,True
363,JobFunctionGroup,Labor & Site Work,Field Operations
364,Age,47.86858316221766,29
364,DOB,1978-02-02,1994
364,JobFunctionGroup,Admin & Support,Field Operations
364,TenureDays,2089,1373
365,Age,27.52361396303901,29
365,DOB,1998-06-08,1994
365,IsActive,False,True
365,JobFunctionGroup,Engineering,Field Operations
366,Age,,29
366,DOB,,1994
366,JobFunctionGroup,Project / Site Management,Field Operations
366,TenureDays,2432,1716
367,Age,,29
367,DOB,,1994
367,JobFunctionGroup,Project / Site Management,Field Operations
367,TenureDays,2655,1939
368,Age,36.375085557837096,29
368,DOB,1989-08-01,1994
368,JobFunctionGroup,Project / Site Management,Field Operations
368,TenureDays,1251,535
369,Age,,29
369,DOB,,1994
369,IsActive,False,True
369,JobFunctionGroup,Labor & Site Work,Field Operations
370,Age,,29
370,DOB,,1994
370,JobFunctionGroup,Other,Field Operations
370,TenureDays,2041,1325
371,Age,,29
371,DOB,,1994
371,IsActive,False,True
372,Age,,29
372,DOB,,1994
372,JobFunctionGroup,Executive & Leadership,Field Operations
372,TenureDays,1158,442
373,Age,75.0198494182067,29
373,DOB,1950-12-09,1994
373,JobFunctionGroup,Admin & Support,Field Operations
373,TenureDays,2350,1634
374,Age,,29
374,DOB,,1994
374,JobFunctionGroup,Labor & Site Work,Field Operations
374,TenureDays,2267,1551
375,Age,,29
375,DOB,,1994
375,JobFunctionGroup,Project / Site Management,Field Operations
375,TenureDays,1748,1032
376,Age,40.5968514715948,29
376,DOB,1985-05-12,1994
377,Age,,29
377,DOB,,1994
377,TenureDays,2407,1691
378,Age,,29
378,DOB,,1994
378,JobFunctionGroup,Maintenance & Logistics,Field Operations
378,TenureDays,1328,612
379,Age,51.29089664613279,29
379,DOB,1974-09-01,1994
379,IsActive,False,True
379,JobFunctionGroup,Labor & Site Work,Field Operations
380,Age,,29
380,DOB,,1994
380,IsActive,False,True
380,JobFunctionGroup,Project / Site Management,Field Operations
381,Age,,29
381,DOB,,1994
381,IsActive,False,True
382,Age,,29
382,DOB,,1994
382,IsActive,False,True
382,JobFunctionGroup,Project / Site Management,Engineering
383,Age,66.18480492813141,28
383,DOB,1959-10-10,1995
383,JobFunctionGroup,Admin & Support,Engineering
383,TenureDays,2130,1414
384,Age,67.76728268309377,28
384,DOB,1958-03-11,1995
384,IsActive,False,True
385,Age,,28
385,DOB,,1995
385,IsActive,False,True
385,JobFunctionGroup,Admin & Support,Engineering
386,Age,,29
386,DOB,,1994
386,JobFunctionGroup,Engineering,Admin & Support
386,TenureDays,1210,494
387,Age,,28
387,DOB,,1995
387,JobFunctionGroup,Project / Site Management,Engineering
388,Age,,29
388,DOB,,1994
388,JobFunctionGroup,Project / Site Management,Engineering
388,TenureDays,1726,1010
389,Age,69.34976043805612,29
389,DOB,1956-08-10,1994
389,JobFunctionGroup,Field Operations,Admin & Support
389,TenureDays,1690,974
390,Age,47.95619438740589,29
390,DOB,1978-01-01,1994
390,IsActive,False,True
390,JobFunctionGroup,Field Operations,Admin & Support
391,Age,,29
391,DOB,,1994
391,IsActive,False,True
391,JobFunctionGroup,Field Operations,Engineering
392,Age,,29
392,DOB,,1994
392,JobFunctionGroup,Project / Site Management,Engineering
392,TenureDays,2157,1441
393,Age,,29
393,DOB,,1994
393,IsActive,False,True
393,JobFunctionGroup,Project / Site Management,Engineering
394,Age,44.70362765229295,28
394,DOB,1981-04-03,1995
394,JobFunctionGroup,Project / Site Management,Engineering
394,TenureDays,1459,743
395,Age,,29
395,DOB,,1994
395,IsActive,False,True
395,JobFunctionGroup,Field Operations,Engineering
396,Age,,29
396,DOB,,1994
396,IsActive,False,True
396,JobFunctionGroup,Project / Site Management,Engineering
397,Age,,29
397,DOB,,1994
397,TenureDays,2170,1454
398,Age,,29
398,DOB,,1994
398,JobFunctionGroup,Field Operations,Admin & Support
398,TenureDays,1137,421
399,Age,24.68172484599589,29
399,DOB,2001-04-11,1994
399,IsActive,False,True
399,JobFunctionGroup,Labor & Site Work,Admin & Support
400,Age,,29
400,DOB,,1994
400,JobFunctionGroup,Engineering,Admin & Support
400,TenureDays,2393,1677
401,Age,,28
401,DOB,,1995
401,JobFunctionGroup,Field Operations,Engineering
401,TenureDays,2287,1571
402,Age,69.76317590691308,28
402,DOB,1956-03-12,1995
402,IsActive,False,True
402,JobFunctionGroup,Project / Site Management,Engineering
403,Age,,29
403,DOB,,1994
403,JobFunctionGroup,Field Operations,Other
403,TenureDays,2310,1594
404,Age,75.77823408624229,29
404,DOB,1950-03-07,1994
404,JobFunctionGroup,Labor & Site Work,Other
404,TenureDays,2650,1934
405,Age,61.27310061601643,29
405,DOB,1964-09-07,1994
405,JobFunctionGroup,Engineering,Other
406,Age,72.5968514715948,29
406,DOB,1953-05-12,1994
406,IsActive,False,True
406,JobFunctionGroup,Other,Engineering
407,Age,64.43258042436688,29
407,DOB,1961-07-11,1994
407,IsActive,False,True
407,JobFunctionGroup,Field Operations,Engineering
408,Age,32.18069815195072,29
408,DOB,1993-10-11,1994
408,IsActive,False,True
408,JobFunctionGroup,Other,Admin & Support
409,Age,79.92607802874743,29
409,DOB,1946-01-12,1994
409,JobFunctionGroup,Field Operations,Admin & Support
409,TenureDays,1586,870
410,Age,,29
410,DOB,,1994
410,IsActive,False,True
411,Age,,29
411,DOB,,1994
411,IsActive,False,True
412,Age,,28
412,DOB,,1995
412,JobFunctionGroup,Field Operations,Engineering
412,TenureDays,1527,811
413,Age,,28
413,DOB,,1995
413,IsActive,False,True
413,JobFunctionGroup,Project / Site Management,Engineering
414,Age,,29
414,DOB,,1994
414,JobFunctionGroup,Labor & Site Work,Other
414,TenureDays,1732,1016
415,Age,,29
415,DOB,,1994
415,JobFunctionGroup,Field Operations,Other
416,Age,48.85420944558521,29
416,DOB,1977-02-07,1994
416,JobFunctionGroup,Engineering,Other
417,Age,64.53935660506502,29
417,DOB,1961-06-02,1994
417,IsActive,False,True
417,JobFunctionGroup,Labor & Site Work,Engineering
418,Age,56.35044490075291,29
418,DOB,1969-08-10,1994
418,JobFunctionGroup,Labor & Site Work,Engineering
418,TenureDays,2305,1589
419,Age,50.35181382614648,29
419,DOB,1975-08-10,1994
419,IsActive,False,True
419,JobFunctionGroup,Other,Admin & Support
420,Age,27.277207392197127,29
420,DOB,1998-09-06,1994
420,IsActive,False,True
420,JobFunctionGroup,Labor & Site Work,Admin & Support
421,Age,,29
421,DOB,,1994
421,JobFunctionGroup,Field Operations,Admin & Support
421,TenureDays,2275,1559
422,Age,,29
422,DOB,,1994
422,JobFunctionGroup,Project / Site Management,Admin & Support
422,TenureDays,1767,1051
423,Age,,28
423,DOB,,1995
423,IsActive,False,True
423,JobFunctionGroup,Admin & Support,Engineering
424,Age,31.444216290212182,28
424,DOB,1994-07-07,1995
424,JobFunctionGroup,Project / Site Management,Engineering
425,Age,38.26694045174538,29
425,DOB,1987-09-10,1994
425,JobFunctionGroup,Labor & Site Work,Other
426,Age,,29
426,DOB,,1994
426,JobFunctionGroup,Field Operations,Other
427,Age,,29
427,DOB,,1994
427,IsActive,False,True
427,JobFunctionGroup,Project / Site Management,Engineering
428,Age,26.209445585215605,29
428,DOB,1999-10-01,1994
428,IsActive,False,True
428,JobFunctionGroup,Finance & Analysis,Engineering
429,Age,,29
429,DOB,,1994
429,IsActive,False,True
429,JobFunctionGroup,Labor & Site Work,Engineering
430,Age,,29
430,DOB,,1994
430,IsActive,False,True
430,JobFunctionGroup,Engineering,Admin & Support
431,Age,74.45859000684463,29
431,DOB,1951-07-02,1994
431,JobFunctionGroup,Field Operations,Admin & Support
431,TenureDays,1424,708
432,Age,,29
432,DOB,,1994
432,IsActive,False,True
432,JobFunctionGroup,Engineering,Admin & Support
433,Age,29.949349760438057,29
433,DOB,1996-01-04,1994
433,IsActive,False,True
433,JobFunctionGroup,Field Operations,Admin & Support
434,Age,,28
434,DOB,,1995
434,JobFunctionGroup,Labor & Site Work,Engineering
434,TenureDays,1363,647
435,Age,36.616016427104725,28
435,DOB,1989-05-05,1995
436,Age,,29
436,DOB,,1994
436,JobFunctionGroup,Field Operations,Other
436,TenureDays,2384,1668
437,Age,,29
437,DOB,,1994
437,JobFunctionGroup,Labor & Site Work,Other
438,Age,62.20396988364134,29
438,DOB,1963-10-03,1994
438,IsActive,False,True
438,JobFunctionGroup,Executive & Leadership,Engineering
439,Age,66.10266940451746,29
439,DOB,1959-11-09,1994
439,IsActive,False,True
439,JobFunctionGroup,Field Operations,Engineering
440,Age,,29
440,DOB,,1994
440,JobFunctionGroup,Admin & Support,Engineering
440,TenureDays,2669,1953
441,Age,,29
441,DOB,,1994
441,JobFunctionGroup,Admin & Support,Engineering
441,TenureDays,2313,1597
442,Age,48.51745379876797,29
442,DOB,1977-06-10,1994
442,IsActive,False,True
442,JobFunctionGroup,Engineering,Admin & Support
443,Age,,29
443,DOB,,1994
443,IsActive,False,True
443,JobFunctionGroup,Labor & Site Work,Admin & Support
444,Age,54.53251197809719,29
444,DOB,1971-06-05,1994
444,JobFunctionGroup,Field Operations,Admin & Support
444,TenureDays,1097,381
445,Age,59.937029431895965,29
445,DOB,1966-01-08,1994
445,IsActive,False,True
445,JobFunctionGroup,Executive & Leadership,Admin & Support
446,Age,,28
446,DOB,,1995
446,IsActive,False,True
446,JobFunctionGroup,Project / Site Management,Engineering
447,Age,,28
447,DOB,,1995
447,JobFunctionGroup,Labor & Site Work,Engineering
447,TenureDays,2023,1307
448,Age,,28
448,DOB,,1995
448,JobFunctionGroup,Labor & Site Work,Engineering
448,TenureDays,1631,915
449,Age,,29
449,DOB,,1994
449,JobFunctionGroup,Field Operations,Other
449,TenureDays,1514,798
450,Age,,29
450,DOB,,1994
450,IsActive,False,True
450,JobFunctionGroup,Field Operations,Engineering
451,Age,,29
451,DOB,,1994
451,IsActive,False,True
452,Age,,29
452,DOB,,1994
452,IsActive,False,True
452,JobFunctionGroup,Admin & Support,Engineering
453,Age,,29
453,DOB,,1994
453,IsActive,False,True
453,JobFunctionGroup,Admin & Support,Engineering
454,Age,33.09240246406571,29
454,DOB,1992-11-12,1994
454,JobFunctionGroup,Labor & Site Work,Admin & Support
454,TenureDays,2372,1656
455,Age,,29
455,DOB,,1994
455,JobFunctionGroup,Field Operations,Admin & Support
455,TenureDays,2512,1796
456,Age,,29
456,DOB,,1994
